sprocCR40.txt	sprocCR43.txt
RP11-81G12	-0.070864	-0.038409
RP11-119J21	-0.018183	-0.071322
RP11-1K22	0.167759	0.038685
RP1-221K18	-0.120942	-0.09153
RP11-8C15	-0.023557	-0.203701
RP11-204D11	-0.120416	-0.063013
RP11-18F22	-0.047422	-0.029513
RP11-7G2	-0.071611	-0.127033
RP11-63C16	-0.037656	0.010924
RP11-64C21	-0.116061	-0.038011
CTD-2037D17	-0.075917	0.094097
RP11-14A4	-0.081121	0.02151
RP11-53F19	-0.027515	-0.055151
RP11-88N4	-0.099772	0.03274
RP11-21H9	-0.090571	0.006648
RP11-34K15	-0.027184	0.030801
RP11-17I11	-0.079505	-0.001642
RP11-30N18	-0.059622	0.002644
RP11-217H23	-0.017929	0.032198
RP11-52B21	0.071657	0.030732
RP11-120G8	-0.077339	0.021034
CTD-2173J2	-0.060484	-0.033612
RP1-58D13	-0.031193	0.089647
RP1-269F22	-0.003843	0.018121
RP11-211J11	-0.022384	0.043519
RP11-16F6	-0.074202	0.005629
RP11-234M13	-0.19211	-0.077935
RP11-205J24	0.025943	0.049999
RP11-11C5	-0.221173	-0.001868
RP11-94F7	0.088946	0.095638
RP11-205C23	-0.021729	0.044545
RP11-31C6	0.010375	0.038269
RP11-30C8	-0.012136	-0.001728
RP11-79I4	-0.034892	-0.003526
RP11-9P22	-0.018498	0.060519
RP11-43P9	-0.09157	0.005448
RP11-137M6	-0.030712	0.024559
RP11-122N18	-0.179671	0.07652
RP11-93G2	0.046387	-0.034588
RP11-51C8	-0.109834	0.036851
RP11-86C3	-0.199125	-0.001875
RP11-165N12	0.015812	0.059829
RP11-100A3	0.031825	0.053466
RP11-40H10	-0.089258	0.089603
RP11-19J14	0.039699	0.091676
RP11-122A8	0.067277	0.05345
RP11-23M9	-0.025076	0.083455
RP11-113F15	-0.034414	0.052049
RP11-7B23	0.027388	0.059386
RP11-29B2	0.03203	0.044528
RP11-2L10	-0.028503	0.002073
RP11-86B6	-0.095774	0.091351
RP11-111A6	0.062193	0.030272
RP11-25E13	0.058342	0.065272
RP11-183A20	0.012706	0.059309
RP11-61I17	-0.1148	0.130086
RP11-230A15	-0.21516	0.155875
RP11-3P8	0.075555	0.056644
RP11-19O15	-0.033571	0.03241
RP1-01L16	-0.075771	-0.03147
RP11-14O20	-0.02999	-0.012639
RP11-152G22	0.028677	-0.005487
RP11-84D12	-0.027161	-0.001379
RP11-70F9	0.007166	-0.028512
RP11-68M15	-0.216196	-0.062938
RP11-189N14	-0.108318	0.019993
CTD-2156P3	0.012549	0.02885
RP11-170D9	0.072506	-0.032397
RP11-94D17	0.012981	-0.113116
RP11-109D12	0.0016	-0.045524
RP11-125A5	-0.099281	-0.033061
RP11-48L1	0.051458	0.05061
RP11-2K1	0.044193	-0.004955
RP11-91K19	-0.031994	0.018153
RP11-105F9	0.036291	0.042343
RP11-26M6	-0.083503	-0.029531
RP11-288G5	0.114376	0.035561
RP11-23D3	-0.045092	-0.037822
RP11-52O23	-0.06143	0.01433
RP11-94K16	-0.082733	0.014834
RP11-90K14	0.037478	0.052799
RP11-137D17	0.063569	0.001701
RP11-82A8	0.114939	0.007862
RP11-262M8	-0.065451	-0.023483
RP11-122A4	0.019076	-0.053535
RP11-12P7	-0.02783	-0.007582
RP11-221K16	-0.014073	0.017832
RP11-172G1	0.026143	0.009605
RP11-29B7	0.019362	0.009748
RP11-105H21	0.010372	0.007078
RP11-10P7	-0.116056	0.058952
RP11-21P8	-0.152534	-0.069336
RP11-266F20	0.052177	-0.06168
RP11-270C6	0.121258	-0.041675
RP11-242D1	0.087189	0.026594
RP11-145O12	0.064994	0.04754
RP11-14C21	0.178703	0.099131
RP11-44K16	0.131002	0.029377
RP11-206J4	0.043301	0.047019
RP11-63G22	0.026358	0.0201
RP11-156E22	-0.008411	-0.11924
CTD-2014H17	0.00345	-0.025624
RP11-266F13	-0.048364	-0.089929
RP11-59M15	0.045459	-0.100657
RP11-18G18	0.149886	0.052011
RP11-92H20	-0.047967	-0.069427
RP11-81O20	-0.028668	-0.093492
RP11-29N19	0.14657	0.042235
RP11-63D17	-0.006445	-0.077384
RP11-285P21	0.022698	-0.056488
RP11-46L17	0.199019	0.07325
RP11-84G6	0.019051	-0.11947
RP11-83I2	-0.034582	-0.039824
RP11-40P23	0.125866	0.009575
RP11-99C24	0.130925	0.005451
RP11-16O4	0.065568	-0.050988
RP11-192K24	-0.025011	0.005859
RP11-140I4	-0.004785	-0.097805
RP11-28G16	0.134228	0.04376
RP11-188G21	-0.081063	-0.022719
RP11-160P21	0.032012	-0.016478
RP11-26J5	0.014576	-0.023103
RP11-238L4	0.006692	0.010687
RP11-80F23	-0.063483	-0.09529
CTD-2119E15	0.050241	-0.114502
RP11-111F22	-0.057122	-0.01558
RP11-86O9	-0.042179	-0.133592
RP11-128L1	-0.006611	-0.003547
RP11-90G22	-0.049312	-0.054327
RP11-123M6	0.152338	0.036406
RP11-9D19	0.062198	-0.013611
RP11-121H7	-0.024166	0.041934
RP11-238I24	-0.056227	-0.088406
RP11-47P23	0.144378	-0.0456
RP11-218M19	-0.009002	-0.006251
VYSIS-SNRPN_176A	-0.047939	-0.02634
RP11-87I21	0.020644	-0.053959
RP11-171C8	0.010772	-0.011164
CTD-2018N9	0.049138	0.044626
RP1-14I12	-0.016944	-0.016217
RP11-256M2	0.022623	-0.056412
RP11-15C9	0.08745	0.099868
RP11-3D4	-0.071464	-0.015484
RP11-194H7	-0.263827	-0.343109
RP11-70A17	-0.035537	0.006805
RP11-173E7	-0.010932	-0.024663
RP11-62L9	0.064479	-0.029609
RP11-46O11	0.009861	-0.017493
RP11-117J16	0.04254	-0.063361
RP11-2D17	-0.038116	0.022917
RP11-27P20	-0.006799	0.003603
CTD-2032A10	0.119173	0.033
RP11-49K3	0.01471	-0.027128
RP11-66L23	-0.068418	-0.040706
RP11-39N23	0.019409	-0.047236
RP11-221H24	0.044221	-0.01054
RP11-80G8	-0.009012	0.026346
RP11-47P5	0.002739	-0.01506
RP11-25G4	-0.018518	-0.036309
RP11-61K4	-0.03941	0.011608
RP11-30I7	0.004683	-0.010807
RP11-213H12	-0.1454	-0.0706
RP11-99L18	0.093725	0.023579
RP11-120O11	-0.006789	-0.027021
RP11-203F9	0.016139	-0.01661
RP11-74K1	0.064516	0.006838
RP11-18B17	0.016018	0.019993
RP11-13J23	0.022195	0.04928
RP11-42F24	0.065832	-0.027645
RP11-100N8	0.011271	-0.018442
RP11-50N10	-0.005616	-0.045514
RP11-107I6	0.051785	-0.000742
RP11-30M4	0.057573	-0.014087
RP11-70A7	-0.117002	-0.080371
RP11-54P3	0.022607	-0.026595
RP11-85E15	0.041349	-0.059509
RP11-207J8	0.013934	-0.029024
RP11-28D6	-0.008425	-0.028073
RP11-101C13	0.049492	-0.031454
RP11-64K10	-0.112162	-0.12007
RP11-2I17	-0.061746	-0.106191
RP11-106M3	-0.051665	-0.016481
RP11-33B6	0.095815	0.003895
RP11-46C10	-0.043131	-0.018412
RP11-10K12	0.023338	-0.04462
CTD-2024G1	0.050378	0.015383
RP11-7P8	0.08083	-0.034
RP11-81A1	0.064889	-0.01315
RP11-60J21	-0.008011	-0.044126
CTD-2110H9	-2.129112	-0.017039
RP11-58C20	-0.120899	-0.089503
RP11-68P22	-0.129133	-0.056412
RP11-43K17	-0.029995	0.03827
RP11-116L7	-0.043373	-0.021311
RP11-60P2	-0.025432	-0.058959
RP11-131K19	-0.012031	-0.049036
CTD-2272E1	0.025557	0.014372
RP11-185D5	0.09234	-0.00029
RP11-57P19	0.121837	0.025021
RP11-120N1	0.053092	-0.058897
RP11-9B21	-0.025065	0.001686
GS-251P4	0.082482	0.077075
RP1-154P1	0.065267	0.005373
CTD-2371A5	0.02568	0.048381
CTD-2032H1	0.014899	0.008997
RP11-380F1	-0.048352	0.062556
RP11-160D13	0.05298	-0.038063
RP11-24M13	0.072109	0.003841
RP11-51P23	0.021693	-0.049608
RP11-58M17	0.154539	0.064847
RP11-66H6	0.064893	0.01864
RP11-49M6	0.01536	0.04654
RP11-165B11	-0.059188	0.034965
RP11-170O16	0.129775	0.068941
GS-127C11	-0.036715	0.115926
RP11-283M20	0.071759	0.013829
RP11-109D4	-0.079273	-0.010239
RP11-181O4	0.076691	0.039536
RP11-141E3	0.035525	0.008315
RP11-146J7	-0.026254	0.0057
RP11-150K5	0.078548	0.058443
RP11-204E18	-0.073853	-0.054438
RP11-259N3	0.095875	0.064776
RP11-48I18	-0.135361	-0.064261
RP11-20A10	-0.189131	-0.05493
RP11-148M3	0.135896	0.050305
RP11-61I15	0.064126	0.005435
RP11-2I4	-0.047525	-0.076407
RP11-109J21	0.022311	-0.05698
RP11-73G2	0.101019	0.023338
RP11-132M21	-0.09249	-0.037526
RP11-106L3	0.048744	-0.066485
RP11-11E14	0.17944	0.026607
RP11-246M14	-0.039826	-0.070649
RP11-50C5	-0.018102	-0.054396
RP11-110A13	0.072493	0.023332
RP11-3I14	0.042537	-0.018576
RP11-52B24	0.055622	-0.03487
RP11-154N7	0.004183	0.012521
RP11-3A9	-0.009306	-0.183885
RP11-5A19	0.035885	-0.0229
RP11-151M19	0.167753	0.009747
RP11-84C4	0.067927	0.051148
GS-205F7	-0.043432	0.04242
RP11-224E17	0.061405	-0.021857
RP11-123C5	-0.001362	-0.059402
RP11-52E21	-0.094313	-0.046796
RP11-14J15	-0.008865	-0.063435
RP11-230E8	-0.087423	-0.055926
RP11-58M3	0.078963	0.050533
RP11-36N1	-0.008839	-0.014047
RP11-27D1	0.132804	0.007304
RP11-253O10	-0.015738	-0.035331
RP11-217K3	0.061813	0.13043
RP11-12H11	0.067008	-0.028513
RP11-284G2	-0.029687	-0.045184
RP11-61L1	-0.042465	0.01258
RP11-1B11	-0.063389	-0.013361
RP11-178P16	0.177282	0.065168
RP11-110L8	0.057617	0.040388
RP11-162I18	0.183687	0.050651
RP11-140K16	0.020232	-0.014093
RP11-254F19	-0.019768	0.052343
RP11-59A12	-0.034568	-0.009351
RP11-118F19	-0.018165	-0.024211
RP11-122P17	0.030802	-0.06836
RP11-7D23	-0.070009	-0.013616
GS1-68F18	-0.030006	-0.072321
RP5-1029F21	0.007941	-0.006974
RP11-61B16	0.132293	0.029374
RP11-26N16	-0.010821	-0.024155
RP11-4F24	0.17543	0.008558
GS-64G5	0.024561	-0.074881
RP11-135N5	-0.002999	-0.031935
CTB-339E12	-0.010877	-0.0845805
RP1-1J20	0.004317	-0.00458
RP1-95H6	-0.005441	-0.016941
RP1-308F9	0.031004	0.021502
CTD-2075J8	-0.050036	-0.148813
CTB-11O23	-0.000269	-0.081096
CTB-142O24	-0.002688	-0.0364235
RP11-61B20	0.024393	-0.004717
RP11-9A21	0.144413	-0.020565
RP1-89K1	-0.081466	-0.041687
CTD-2008I6	-0.067161	-0.133475
RP11-89A15	0.16172	-0.052969
RP11-55C13	0.254801	0.00121
RP5-859O20	-0.04962	-0.060966
CTB-194B18	-0.033582	-0.076395
RP11-42F12	-0.021337	-0.009182
RPC-1173I21	0.094768	0.030353
RMC17P041	0.060981	-0.023222
RPC-34H11	0.010211	-0.037348
CTB-187M2	0.005959	-0.069874
RP11-100L12	0.031442	-0.025606
RP11-73F15	0.012156	-0.045608
RPC-41C23	0.108536	-0.019042
RP5-29G21	-0.008514	-0.137789
RP11-208D7	0.209817	-0.015485
RP11-252N11	0.06537	-0.050826
RP11-241H2	0.132818	0.054474
RP11-58O8	0.213831	0.004972
RP11-87N6	0.159743	0.108048
CTD-2094C6	-0.154737	-0.001622
CTD-2009O18	-0.08451	0.040487
RP11-58O9	0.129783	0.066167
GS-265E19	-0.053049	-0.022521
RP11-268H17	0.065578	0.023541
RP11-29C11	0.128847	0.053067
RP11-266I24	0.314141	0.045582
RP11-52N13	0.20214	0.040926
RP5-1137E3	-0.074444	0.015086
RP11-9M20	-0.019462	0.014472
CTB-305D20	-0.254102	-0.036254
RP11-234J24	0.025184	0.069858
CTD-2019O2	-0.014473	-0.275349
RP11-36J16	0.122918	0.038468
RP11-110H20	0.145519	0.040467
RP5-1071I14	-0.027581	0.03425
RP5-32P19	0.020259	-0.004522
RP11-481C4	0.031994	0.032697
RP11-143M4	0.087596	0.16058
RP11-131C4	0.141179	0.050563
CTB-292L7	-0.061241	0.021086
RP11-42M14	0.070615	0.020781
CTB-462L7	-0.032084	-0.006883
RP11-9G4	-0.019337	-0.078845
RP11-118K23	0.197675	0.035297
RP11-50F16	0.133901	0.064326
CTB-262I19	0.095774	0.036391
RP11-52B5	0.139003	-0.024643
CTB-124G9	0.009052	-0.041732
CTB-112F7	0.039917	-0.037713
RP11-84E24	-0.025042	-0.130456
RP11-65C22	-0.052915	-0.076578
RP11-41E12	0.080483	-0.046951
RP11-225G19	0.122553	-0.072846
RP11-145C11	0.153384	0.049243
RP11-76G4	0.019914	-0.039058
RP11-201E5	0.10918	-0.021012
RP11-61B11	0	-0.03582
CTB-120N12	0.015111	-0.042696
CTB-439L11	-0.034847	-0.09475
RP11-26B13	0.187925	0.059594
RP11-84J3	0.141529	-0.047316
RP11-128J1	0.215219	0.032707
RP11-46E14	0.092734	0.002165
RP11-160F4	0.160901	0.045112
RP11-165M24	0.065966	-0.0134
GS1-50C4	0.019945	0.026915
GS1-74G18	0.040168	-0.088653
RP11-88C10	0.095898	0.012207
GS-8P19	-0.08577	0.004955
RP11-78H1	-0.121628	-0.069818
RP11-55N14	0.068655	-0.05052
RP11-106J7	-0.074409	-0.015043
RP11-113J12	0.014261	-0.007616
RP11-106O1	-0.07092	-0.057509
RP11-102E12	-0.245624	-0.086632
RP11-105C15	-0.078848	-0.067935
CTD-2017G14	-2.740547	0.064994
RP11-102O20	-0.094686	-0.09407
RP11-24G5	-0.034387	-0.029973
RP11-7E5	0.009475	-0.075615
RP11-16A21	-0.002294	-0.081038
RP11-96I11	-0.136343	-0.083783
RP11-151D11	-0.115198	-0.119586
RP11-10G8	-0.155626	-0.1286
CTD-2100E13	-0.114771	-0.096405
RP11-59E12	-0.05254	-0.046737
RP11-111H24	-0.075257	-0.044175
RP11-19F14	-0.139306	-0.045388
RP11-63N12	-0.071741	-0.096602
RP11-90B5	-0.038532	-0.092077
RP11-104N11	-0.097127	-0.092953
RP11-265I6	-0.012719	-0.0402
RP11-19L3	-0.068773	-0.074374
RP11-748M14	0.057535	-0.151482
RP11-20H17	-0.01176	-0.112902
RP11-43K24	0.012313	-0.078314
VYSIS-DPC4/SMAD4_282B	0.14119	-0.004598
RP11-729G3	-1.888104	-0.020393
RP11-725K8	-0.249406	0.057149
GS-185O2	0.136048	0.032146
RP11-160B24	-0.008943	-0.007069
RP11-153B11	-0.064594	-0.066838
RP11-4G8	-0.08562	-0.09205
RP11-12J12	-0.081418	-0.023675
RP11-40D15	0.003052	-0.003047
RP11-15C15	-0.007616	-0.076843
RP11-60P1	-0.094171	-0.100085
GS-385N22	-0.143268	-0.010446
RP11-75O12	-0.081061	-0.042647
RP11-3K7	0.059236	-0.016355
RP11-105L16	-0.064177	0.000977
RP11-49H23	-0.212744	0.016342
RP11-64C15	-0.036927	0.008182
RP11-57F7	-0.157611	-0.083366
RP11-53N15	0.014723	-0.103177
RP11-4B17	-0.040961	-0.025619
RP11-130J1	-0.095068	-0.13335
RP11-7H17	-0.078894	-0.110852
RP11-507P3	0.142599	0.002506
CTB-129F16	0.023764	-0.066373
RP11-75H6	0.033512	-0.012666
RP11-49M3	-0.020128	-0.003535
RP11-54G9	-0.05665	0.014429
RP11-84C17	-0.178674	0.208352
CTD-164O19	0.050208	0.054766
RP11-19I2	-0.060698	0.076523
RP11-201F4	-0.006392	-0.047343
RP11-56K21	0.027669	-0.011185
RP11-107O2	0.047888	0.025688
RP11-88I12	0.096387	0.050999
RP11-206O6	0.031145	0.106481
RP11-152P7	-0.003171	-0.019935
RP11-46I12	-0.024197	-0.029996
RP11-110J19	-2.444497	0.007857
CTB-25O22	-0.090313	-0.031519
RP11-147D7	0.039828	0.084241
RP11-92J4	0.011874	0.012392
RP11-91H20	0.022996	0.05065
RP11-140E1	-0.03172	0.003049
RP11-118P21	0.005541	-0.011164
CTB-166E20	-0.002502	0.071414
RP11-133A7	-0.637205	-0.250432
RP11-208I3	-0.032838	-0.015295
RP11-18J23	0.108364	-0.061365
RP11-210C7	-0.013223	0.005372
RP11-19H11	0.012694	0.05794
RP11-21J15	-0.06634	-0.06862
RP11-126L20	-0.066279	-0.046621
RP11-2J15	0.087245	0.051997
RP11-43B2	-0.069617	-0.005196
RP11-17I20	-0.022688	-0.055999
RP11-39J16	0.010311	0.030273
RP11-236B14	-0.009366	0.028915
CTC-330D24	-0.055436	-0.094484
RP11-87L13	-0.070467	0.041945
RP11-12C9	-0.032368	-0.009785
GS1-325I23	0.061589	0.051708
RP1-82O2	0.14212	0.033608
CTD-2060J19	-0.123902	-0.097013
RP11-24E15	0.000336	0.042416
RP11-78P4	0.012158	0.073472
RP11-107L14	-0.000798	-0.063163
RP11-26F18	0.049081	-0.000686
RP11-48M7	0.087871	0.048277
CTD-2111G2	-0.103476	0.108257
CTD-2285J6	0.029475	0.090457
RP11-235C20	-0.045492	0.005862
CTD-2102L4	-0.053386	-0.046143
RP11-149O7	-0.013344	-0.051413
RP11-9G21	0.050682	0.072544
RP11-26H9	0.082581	0.035469
RP11-32O9	0.024853	0.02524
CTD-2015K11	0.058255	0.073914
RP11-103H2	-0.061835	0.032313
RMC20P160	-0.120917	-0.156076
CTC-334G22	0.06701	0.110703
CTD-2013D15	-0.100545	-0.095271
RP11-40J24	0.051458	0.005011
RP11-60N17	0.044583	0.063303
RMC20P178	-0.044355	-0.084862
RP11-287E11	0.011131	0.05328
RP11-238I2	-0.002027	-0.023708
RP11-51O4	0.102611	0.090338
RP11-11O15	0.07515	0.095421
RP11-16N16	-0.026858	0.084158
RMC20P055	-0.014996	0.040086
RP11-11M17	0.029686	0.072014
RP11-110C10	0.024793	0.009962
RP11-77C2	0.021768	0.057559
RP11-32N12	0.041749	0.094343
RP11-58B10	0.067733	0.107714
RP11-134I8	0.054122	0.07149
RP11-23B22	-0.126076	0.015866
RP11-57G7	0.000614	-0.006872
RMC20P037	-0.082655	-0.040694
RP11-138A15	0.091027	0.042822
RP11-71N16	-0.026397	-0.040941
RMC20P154	0.011889	0.048641
RP11-9M24	0.025913	0.134888
RP11-111H12	0.025768	0.0115
RP11-93L19	-0.085686	-0.00647
RMC20P058	-0.033388	-0.002797
CTD-2042A23	-0.125183	-0.066017
RP11-17F3	-0.013264	0.058149
RP11-13F12	-0.026092	-0.038553
RP11-4A12	0.025563	0.069613
RP11-69I10	-0.101702	-0.103827
GS-108B23	-0.012858	-0.066082
RP11-29H19	0.03282	0.040531
RP11-30F23	0.010985	0.03131
CTD-2200K24	0.078889	0.102039
RP11-169A6	0.00121	0.098087
RP11-75C17	0.037465	0.069188
CTD-2026B15	-0.158728	-0.113935
CTD-2220O2	-0.108287	-0.090928
RP11-109C3	0.046727	0.079563
CTD-2238P18	-0.232911	-0.089011
CTC-432H16	-0.120035	-0.032167
RMC20P131	-0.19768	-0.077892
RP11-124D1	-0.027971	-0.018397
RP11-51K19	-0.096756	-0.03593
GS-2B19	-0.075769	0.010616
CTD-2125H12	-0.244741	0.157235
CTD-2031K20	-0.032367	-0.028576
RMC20P063	-0.028694	0.027479
GS-236D3	0.035108	0.06793
RP11-5P14	0.018578	-0.001141
RP11-24K24	0.015121	-0.00985
RP11-10D18	0.013418	0.04975
RMC20B4135	-0.118756	0.103399
RP11-15M15	0.125139	0.111595
RMC20B4130	-0.093775	0.115193
RP11-55E1	0.113336	0.132609
RP11-55D2	0.026016	0.076601
RMC20B4087	-0.189891	0.054823
RMC20P070	-0.050007	0.053917
RP11-212M6	-0.000911	0.008753
RP11-195N11	0.06753	0.01199
RP11-172C21	-0.006871	-0.022288
RMC20P071	-0.055702	0.018639
GS-32I19	-0.015694	0.071442
LLNL-255K9	0.096248	0.082413
RP11-1E23	0.033513	-0.039134
RP11-94A18	-0.066704	-0.013259
RMC20P179	0.013521	0.034797
RP11-358D14	0.070236	0.026936
RP1-81F12	0.092833	0.065292
RP11-31B6	0.0420025	-0.010927
RP11-181G18	-0.058996	-0.107757
RP11-143A3	-0.054179	-0.106294
RP11-15E10	-0.077929	-0.11545
RP11-49J9	0.076895	0.02642
RP11-86J21	0.060533	0.004738
RP11-13J15	-0.108055	0.027381
CTD-2035F24	-0.206406	-0.098603
RP11-44F3	-0.05323	-0.056436
RP11-15H6	0.054146	-0.07597
RP11-6I7	0.081544	0.009657
RP11-108H5	0.024544	-0.069335
RP11-83L17	-0.004228	-0.112564
RP11-115H17	0.183341	0.030332
RP11-74D19	-0.119324	-0.03294
RP11-70L17	-0.144829	-0.088508
RP11-30N6	-0.027816	0.015376
RP11-32A2	-0.044922	-0.100128
RP11-96H21	-0.074323	0.012549
RP11-61G3	-0.059592	-0.047086
RP11-125H1	-0.041409	0.013528
CTD-2146L16	-0.015128	-0.032881
RP11-276A17	0.008777	0.00881
RP11-191I6	0.072402	0.026258
RP11-5N20	-0.016917	-0.021284
RP11-147H1	-6e-04	-0.045674
RP11-54F16	0.057612	-0.034538
RP11-8P19	-0.070847	0.038911
RP11-12N9	0.060738	-0.049099
RP11-66C14	0.067392	-0.045343
RP11-1P3	0.005921	-0.104194
CTD-2103O7	-0.209171	-0.022753
RP11-135B17	0.064829	0.039552
RP1-15J16	0.017457	0.04514
RP1-238C15	0.086788	0.074313
RP11-22M5	0.001933	0.00429
CTD-2093I24	-0.007673	0.081135
RP11-213L15	0.051144	-0.020535
CTD-2231J3	-0.018685	0.000737999999999996
RP11-62G2	-0.039619	0.00594
RP11-35I10	0.103964	-0.017223
RP11-108C6	0.020496	0.013403
RMC22P003	-0.003299	0.024731
CTD-2194F18	0.048235	0.056164
RP11-206B19	0.022498	-0.030726
RP11-49M22	0.005061	-0.014667
RP11-61L22	0.032315	0.030473
CTA-799F10	0.054924	-0.021908
RP11-839D20	0.031156	0.00455
GS-118K5	0.939001	0.108921
RP11-143E20	0.652479	0.029914
RP4-677N1	0.80549	0.093715
RP11-270O2	0.750516	-0.038734
RP11-2K15	0.845664	-0.007364
RP11-128B23	0.771664	-0.033386
RP11-180F16	0.758375	0.019971
RP11-48D14	0.84255	-0.007401
CTD-2033A1	0.678702	-0.013609
RP11-46A23	0.757671	-0.036781
RP11-122N14	0.751625	-0.038049
CTD-2188N19	0.588826	-0.075817
RP11-124H12	0.775295	0.043313
RP11-70D7	0.607308	-0.00267
CTD-2002E24	0.716057	0.012332
RP11-287E8	0.650442	-0.020549
RP11-39E13	0.549908	0.019114
RP11-258I23	0.547991	-0.1201
RP11-24P8	0.538264	-0.054519
RP11-8G18	0.554847	-0.084928
RP11-107C19	0.782308	-0.121483
RP11-126A13	0.889004	-0.015017
RP11-147G1	0.787853	0.056845
RP11-30M20	0.734442	-0.000843
RP11-149I10	0.71495	0.031147
RP5-1097P11	0.50777	-0.097832
RP11-204D21	0.713763	-0.009746
RP11-177A4	0.635022	-0.124674
RP11-183F2	0.818086	-0.051516
RP11-51L20	0.865832	0.022897
RP1-92E23	0.717644	-0.043363
RP11-91J20	0.638562	0.039924
RP11-246G22	0.654278	-0.017649
RP11-77D22	0.73396	-0.041687
RP11-270O24	0.740438	-0.018292
RMCXP002	0.754736	0.000994
CTD-2236H16	0.827172	0.093432
CTD-2006G2	0.845956	-0.00692
RP11-223K4	0.828745	0.012098
RP11-80K1	0.724559	0.007327
RP11-79N19	0.624005	0.037592
RP11-224D23	0.627846	0.132336
RP11-94J8	0.715599	0.037574
RP11-63E7	0.931924	0.075229
RP11-96G7	0.718492	-0.032884
CTD-2015J18	0.950722	0.095337
RP11-65I1	0.888469	0.005625
RP11-155A5	0.835015	0.036296
RP11-97N5	0.740752	-0.009122
RP11-34J1	0.688496	0.00734
RP11-267D20	0.717561	0.000676
RP11-112H23	0.86321	0.079912
CTD-2047N18	0.942331	0.042232
CTD-2060E7	0.880393	0.004076
CTD-2082H4	0.722159	-0.156159
RP11-130N6	0.831578	0.036831
RP11-221G13	0.740481	-0.099521
GS1-225F6	0.092504	0.043744
